field,types,records_with_field,field_coverage_pct,matched_field_coverage_pct,records_with_value,value_coverage_pct,matched_value_coverage_pct,returned_record_count,submitted_domain_count,occurrences
employee_growth_rate_12_month_by_country.south sudan.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.south sudan.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.spain,object,25,7.16,11.9,25,7.16,11.9,210,349,25
employee_growth_rate_12_month_by_country.spain.12_month_growth_rate,integer|number,17,4.87,8.1,17,4.87,8.1,210,349,17
employee_growth_rate_12_month_by_country.spain.12_month_headcount,integer,25,7.16,11.9,25,7.16,11.9,210,349,25
employee_growth_rate_12_month_by_country.spain.current_headcount,integer,25,7.16,11.9,25,7.16,11.9,210,349,25
employee_growth_rate_12_month_by_country.sri lanka,object,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.sri lanka.12_month_growth_rate,integer,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.sri lanka.12_month_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.sri lanka.current_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.sudan,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.sudan.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.sudan.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.sweden,object,12,3.44,5.71,12,3.44,5.71,210,349,12
employee_growth_rate_12_month_by_country.sweden.12_month_growth_rate,integer|number,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.sweden.12_month_headcount,integer,12,3.44,5.71,12,3.44,5.71,210,349,12
employee_growth_rate_12_month_by_country.sweden.current_headcount,integer,12,3.44,5.71,12,3.44,5.71,210,349,12
employee_growth_rate_12_month_by_country.switzerland,object,19,5.44,9.05,19,5.44,9.05,210,349,19
employee_growth_rate_12_month_by_country.switzerland.12_month_growth_rate,integer|number,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.switzerland.12_month_headcount,integer,19,5.44,9.05,19,5.44,9.05,210,349,19
employee_growth_rate_12_month_by_country.switzerland.current_headcount,integer,19,5.44,9.05,19,5.44,9.05,210,349,19
employee_growth_rate_12_month_by_country.syria,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.syria.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.syria.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.syria.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.taiwan,object,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.taiwan.12_month_growth_rate,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.taiwan.12_month_headcount,integer,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.taiwan.current_headcount,integer,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.tanzania,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.tanzania.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.tanzania.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.thailand,object,9,2.58,4.29,9,2.58,4.29,210,349,9
employee_growth_rate_12_month_by_country.thailand.12_month_growth_rate,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.thailand.12_month_headcount,integer,9,2.58,4.29,9,2.58,4.29,210,349,9
employee_growth_rate_12_month_by_country.thailand.current_headcount,integer,9,2.58,4.29,9,2.58,4.29,210,349,9
employee_growth_rate_12_month_by_country.togo,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.togo.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.togo.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.togo.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.tunisia,object,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.tunisia.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.tunisia.12_month_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.tunisia.current_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.turkey,object,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.turkey.12_month_growth_rate,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.turkey.12_month_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.turkey.current_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.uganda,object,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.uganda.12_month_growth_rate,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.uganda.12_month_headcount,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.uganda.current_headcount,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.ukraine,object,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.ukraine.12_month_growth_rate,integer|number,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.ukraine.12_month_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.ukraine.current_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.united arab emirates,object,32,9.17,15.24,32,9.17,15.24,210,349,32
employee_growth_rate_12_month_by_country.united arab emirates.12_month_growth_rate,integer|number,12,3.44,5.71,12,3.44,5.71,210,349,12
employee_growth_rate_12_month_by_country.united arab emirates.12_month_headcount,integer,32,9.17,15.24,32,9.17,15.24,210,349,32
employee_growth_rate_12_month_by_country.united arab emirates.current_headcount,integer,32,9.17,15.24,32,9.17,15.24,210,349,32
employee_growth_rate_12_month_by_country.united kingdom,object,47,13.47,22.38,47,13.47,22.38,210,349,47
employee_growth_rate_12_month_by_country.united kingdom.12_month_growth_rate,integer|number,35,10.03,16.67,35,10.03,16.67,210,349,35
employee_growth_rate_12_month_by_country.united kingdom.12_month_headcount,integer,47,13.47,22.38,47,13.47,22.38,210,349,47
employee_growth_rate_12_month_by_country.united kingdom.current_headcount,integer,47,13.47,22.38,47,13.47,22.38,210,349,47
employee_growth_rate_12_month_by_country.united states,object,83,23.78,39.52,83,23.78,39.52,210,349,83
employee_growth_rate_12_month_by_country.united states.12_month_growth_rate,integer|number,72,20.63,34.29,72,20.63,34.29,210,349,72
employee_growth_rate_12_month_by_country.united states.12_month_headcount,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
employee_growth_rate_12_month_by_country.united states.current_headcount,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
employee_growth_rate_12_month_by_country.venezuela,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.venezuela.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.venezuela.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.vietnam,object,9,2.58,4.29,9,2.58,4.29,210,349,9
employee_growth_rate_12_month_by_country.vietnam.12_month_growth_rate,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.vietnam.12_month_headcount,integer,9,2.58,4.29,9,2.58,4.29,210,349,9
employee_growth_rate_12_month_by_country.vietnam.current_headcount,integer,9,2.58,4.29,9,2.58,4.29,210,349,9
employee_growth_rate_12_month_by_role,object,86,24.64,40.95,86,24.64,40.95,210,349,86
employee_growth_rate_12_month_by_role.advisory,integer|number,20,5.73,9.52,20,5.73,9.52,210,349,20
employee_growth_rate_12_month_by_role.analyst,integer|number,29,8.31,13.81,29,8.31,13.81,210,349,29
employee_growth_rate_12_month_by_role.creative,integer|number,38,10.89,18.1,38,10.89,18.1,210,349,38
employee_growth_rate_12_month_by_role.education,integer|number,14,4.01,6.67,14,4.01,6.67,210,349,14
employee_growth_rate_12_month_by_role.engineering,integer|number,40,11.46,19.05,40,11.46,19.05,210,349,40
employee_growth_rate_12_month_by_role.finance,integer|number,40,11.46,19.05,40,11.46,19.05,210,349,40
employee_growth_rate_12_month_by_role.fulfillment,integer|number,41,11.75,19.52,41,11.75,19.52,210,349,41
employee_growth_rate_12_month_by_role.health,integer|number,9,2.58,4.29,9,2.58,4.29,210,349,9
employee_growth_rate_12_month_by_role.hospitality,integer|number,15,4.3,7.14,15,4.3,7.14,210,349,15
employee_growth_rate_12_month_by_role.human_resources,integer|number,33,9.46,15.71,33,9.46,15.71,210,349,33
employee_growth_rate_12_month_by_role.legal,integer|number,19,5.44,9.05,19,5.44,9.05,210,349,19
employee_growth_rate_12_month_by_role.manufacturing,integer|number,12,3.44,5.71,12,3.44,5.71,210,349,12
employee_growth_rate_12_month_by_role.marketing,integer|number,50,14.33,23.81,50,14.33,23.81,210,349,50
employee_growth_rate_12_month_by_role.operations,integer|number,64,18.34,30.48,64,18.34,30.48,210,349,64
employee_growth_rate_12_month_by_role.other_uncategorized,integer|number,71,20.34,33.81,71,20.34,33.81,210,349,71
employee_growth_rate_12_month_by_role.partnerships,integer|number,33,9.46,15.71,33,9.46,15.71,210,349,33
employee_growth_rate_12_month_by_role.product,integer|number,25,7.16,11.9,25,7.16,11.9,210,349,25
employee_growth_rate_12_month_by_role.professional_service,integer|number,31,8.88,14.76,31,8.88,14.76,210,349,31
employee_growth_rate_12_month_by_role.public_service,integer|number,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_role.research,integer|number,17,4.87,8.1,17,4.87,8.1,210,349,17
employee_growth_rate_12_month_by_role.sales,integer|number,43,12.32,20.48,43,12.32,20.48,210,349,43
employee_growth_rate_12_month_by_role.sales_engineering,integer|number,22,6.3,10.48,22,6.3,10.48,210,349,22
employee_growth_rate_12_month_by_role.support,integer|number,40,11.46,19.05,40,11.46,19.05,210,349,40
employee_growth_rate_12_month_by_role.trade,integer|number,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_turnover_rate,object,87,24.93,41.43,87,24.93,41.43,210,349,87
employee_turnover_rate.12_month,integer|number,86,24.64,40.95,86,24.64,40.95,210,349,86
employee_turnover_rate.24_month,integer|number,87,24.93,41.43,87,24.93,41.43,210,349,87
employee_turnover_rate.3_month,integer|number,86,24.64,40.95,86,24.64,40.95,210,349,86
employee_turnover_rate.6_month,integer|number,86,24.64,40.95,86,24.64,40.95,210,349,86
facebook_url,string,107,30.66,50.95,107,30.66,50.95,210,349,107
founded,integer,136,38.97,64.76,136,38.97,64.76,210,349,136
funding_stages,array,210,60.17,100,25,7.16,11.9,210,349,210
funding_stages[],string,25,7.16,11.9,25,7.16,11.9,210,349,50
gross_additions_by_month,object,95,27.22,45.24,95,27.22,45.24,210,349,95
gross_additions_by_month.2010-01,integer,25,7.16,11.9,25,7.16,11.9,210,349,25
gross_additions_by_month.2010-02,integer,28,8.02,13.33,28,8.02,13.33,210,349,28
gross_additions_by_month.2010-03,integer,33,9.46,15.71,33,9.46,15.71,210,349,33
gross_additions_by_month.2010-04,integer,35,10.03,16.67,35,10.03,16.67,210,349,35
gross_additions_by_month.2010-05,integer,37,10.6,17.62,37,10.6,17.62,210,349,37
gross_additions_by_month.2010-06,integer,40,11.46,19.05,40,11.46,19.05,210,349,40
gross_additions_by_month.2010-07,integer,41,11.75,19.52,41,11.75,19.52,210,349,41
gross_additions_by_month.2010-08,integer,42,12.03,20,42,12.03,20,210,349,42
gross_additions_by_month.2010-09,integer,42,12.03,20,42,12.03,20,210,349,42
gross_additions_by_month.2010-10,integer,42,12.03,20,42,12.03,20,210,349,42
gross_additions_by_month.2010-11,integer,43,12.32,20.48,43,12.32,20.48,210,349,43
gross_additions_by_month.2010-12,integer,44,12.61,20.95,44,12.61,20.95,210,349,44
gross_additions_by_month.2011-01,integer,47,13.47,22.38,47,13.47,22.38,210,349,47
gross_additions_by_month.2011-02,integer,47,13.47,22.38,47,13.47,22.38,210,349,47
gross_additions_by_month.2011-03,integer,47,13.47,22.38,47,13.47,22.38,210,349,47
gross_additions_by_month.2011-04,integer,48,13.75,22.86,48,13.75,22.86,210,349,48
gross_additions_by_month.2011-05,integer,48,13.75,22.86,48,13.75,22.86,210,349,48
gross_additions_by_month.2011-06,integer,50,14.33,23.81,50,14.33,23.81,210,349,50
gross_additions_by_month.2011-07,integer,51,14.61,24.29,51,14.61,24.29,210,349,51
gross_additions_by_month.2011-08,integer,51,14.61,24.29,51,14.61,24.29,210,349,51
gross_additions_by_month.2011-09,integer,52,14.9,24.76,52,14.9,24.76,210,349,52
gross_additions_by_month.2011-10,integer,52,14.9,24.76,52,14.9,24.76,210,349,52
gross_additions_by_month.2011-11,integer,52,14.9,24.76,52,14.9,24.76,210,349,52
gross_additions_by_month.2011-12,integer,52,14.9,24.76,52,14.9,24.76,210,349,52
gross_additions_by_month.2012-01,integer,52,14.9,24.76,52,14.9,24.76,210,349,52
gross_additions_by_month.2012-02,integer,52,14.9,24.76,52,14.9,24.76,210,349,52
gross_additions_by_month.2012-03,integer,52,14.9,24.76,52,14.9,24.76,210,349,52
gross_additions_by_month.2012-04,integer,53,15.19,25.24,53,15.19,25.24,210,349,53
gross_additions_by_month.2012-05,integer,55,15.76,26.19,55,15.76,26.19,210,349,55
gross_additions_by_month.2012-06,integer,55,15.76,26.19,55,15.76,26.19,210,349,55
gross_additions_by_month.2012-07,integer,55,15.76,26.19,55,15.76,26.19,210,349,55
gross_additions_by_month.2012-08,integer,57,16.33,27.14,57,16.33,27.14,210,349,57
gross_additions_by_month.2012-09,integer,57,16.33,27.14,57,16.33,27.14,210,349,57
gross_additions_by_month.2012-10,integer,58,16.62,27.62,58,16.62,27.62,210,349,58
gross_additions_by_month.2012-11,integer,60,17.19,28.57,60,17.19,28.57,210,349,60
gross_additions_by_month.2012-12,integer,60,17.19,28.57,60,17.19,28.57,210,349,60
gross_additions_by_month.2013-01,integer,62,17.77,29.52,62,17.77,29.52,210,349,62
gross_additions_by_month.2013-02,integer,62,17.77,29.52,62,17.77,29.52,210,349,62
gross_additions_by_month.2013-03,integer,63,18.05,30,63,18.05,30,210,349,63
gross_additions_by_month.2013-04,integer,65,18.62,30.95,65,18.62,30.95,210,349,65
gross_additions_by_month.2013-05,integer,66,18.91,31.43,66,18.91,31.43,210,349,66
gross_additions_by_month.2013-06,integer,66,18.91,31.43,66,18.91,31.43,210,349,66
gross_additions_by_month.2013-07,integer,66,18.91,31.43,66,18.91,31.43,210,349,66
gross_additions_by_month.2013-08,integer,66,18.91,31.43,66,18.91,31.43,210,349,66
gross_additions_by_month.2013-09,integer,67,19.2,31.9,67,19.2,31.9,210,349,67
gross_additions_by_month.2013-10,integer,67,19.2,31.9,67,19.2,31.9,210,349,67
gross_additions_by_month.2013-11,integer,68,19.48,32.38,68,19.48,32.38,210,349,68
gross_additions_by_month.2013-12,integer,68,19.48,32.38,68,19.48,32.38,210,349,68
gross_additions_by_month.2014-01,integer,71,20.34,33.81,71,20.34,33.81,210,349,71
gross_additions_by_month.2014-02,integer,71,20.34,33.81,71,20.34,33.81,210,349,71
gross_additions_by_month.2014-03,integer,71,20.34,33.81,71,20.34,33.81,210,349,71
gross_additions_by_month.2014-04,integer,71,20.34,33.81,71,20.34,33.81,210,349,71
gross_additions_by_month.2014-05,integer,71,20.34,33.81,71,20.34,33.81,210,349,71
gross_additions_by_month.2014-06,integer,71,20.34,33.81,71,20.34,33.81,210,349,71
gross_additions_by_month.2014-07,integer,72,20.63,34.29,72,20.63,34.29,210,349,72
gross_additions_by_month.2014-08,integer,72,20.63,34.29,72,20.63,34.29,210,349,72
gross_additions_by_month.2014-09,integer,72,20.63,34.29,72,20.63,34.29,210,349,72
gross_additions_by_month.2014-10,integer,72,20.63,34.29,72,20.63,34.29,210,349,72
gross_additions_by_month.2014-11,integer,72,20.63,34.29,72,20.63,34.29,210,349,72
gross_additions_by_month.2014-12,integer,72,20.63,34.29,72,20.63,34.29,210,349,72
gross_additions_by_month.2015-01,integer,72,20.63,34.29,72,20.63,34.29,210,349,72
gross_additions_by_month.2015-02,integer,72,20.63,34.29,72,20.63,34.29,210,349,72
gross_additions_by_month.2015-03,integer,72,20.63,34.29,72,20.63,34.29,210,349,72
gross_additions_by_month.2015-04,integer,72,20.63,34.29,72,20.63,34.29,210,349,72
gross_additions_by_month.2015-05,integer,72,20.63,34.29,72,20.63,34.29,210,349,72
gross_additions_by_month.2015-06,integer,73,20.92,34.76,73,20.92,34.76,210,349,73
gross_additions_by_month.2015-07,integer,73,20.92,34.76,73,20.92,34.76,210,349,73
gross_additions_by_month.2015-08,integer,73,20.92,34.76,73,20.92,34.76,210,349,73
gross_additions_by_month.2015-09,integer,73,20.92,34.76,73,20.92,34.76,210,349,73
gross_additions_by_month.2015-10,integer,74,21.2,35.24,74,21.2,35.24,210,349,74
gross_additions_by_month.2015-11,integer,74,21.2,35.24,74,21.2,35.24,210,349,74
gross_additions_by_month.2015-12,integer,74,21.2,35.24,74,21.2,35.24,210,349,74
gross_additions_by_month.2016-01,integer,74,21.2,35.24,74,21.2,35.24,210,349,74
gross_additions_by_month.2016-02,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_additions_by_month.2016-03,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_additions_by_month.2016-04,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_additions_by_month.2016-05,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_additions_by_month.2016-06,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_additions_by_month.2016-07,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_additions_by_month.2016-08,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_additions_by_month.2016-09,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_additions_by_month.2016-10,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_additions_by_month.2016-11,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_additions_by_month.2016-12,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_additions_by_month.2017-01,integer,76,21.78,36.19,76,21.78,36.19,210,349,76
gross_additions_by_month.2017-02,integer,76,21.78,36.19,76,21.78,36.19,210,349,76
gross_additions_by_month.2017-03,integer,76,21.78,36.19,76,21.78,36.19,210,349,76
gross_additions_by_month.2017-04,integer,76,21.78,36.19,76,21.78,36.19,210,349,76
gross_additions_by_month.2017-05,integer,76,21.78,36.19,76,21.78,36.19,210,349,76
gross_additions_by_month.2017-06,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_additions_by_month.2017-07,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_additions_by_month.2017-08,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_additions_by_month.2017-09,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_additions_by_month.2017-10,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_additions_by_month.2017-11,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_additions_by_month.2017-12,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_additions_by_month.2018-01,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_additions_by_month.2018-02,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_additions_by_month.2018-03,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_additions_by_month.2018-04,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_additions_by_month.2018-05,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_additions_by_month.2018-06,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_additions_by_month.2018-07,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_additions_by_month.2018-08,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_additions_by_month.2018-09,integer,80,22.92,38.1,80,22.92,38.1,210,349,80
gross_additions_by_month.2018-10,integer,80,22.92,38.1,80,22.92,38.1,210,349,80
gross_additions_by_month.2018-11,integer,81,23.21,38.57,81,23.21,38.57,210,349,81
gross_additions_by_month.2018-12,integer,81,23.21,38.57,81,23.21,38.57,210,349,81
gross_additions_by_month.2019-01,integer,81,23.21,38.57,81,23.21,38.57,210,349,81
gross_additions_by_month.2019-02,integer,82,23.5,39.05,82,23.5,39.05,210,349,82
gross_additions_by_month.2019-03,integer,82,23.5,39.05,82,23.5,39.05,210,349,82
gross_additions_by_month.2019-04,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_additions_by_month.2019-05,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_additions_by_month.2019-06,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_additions_by_month.2019-07,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_additions_by_month.2019-08,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_additions_by_month.2019-09,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_additions_by_month.2019-10,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_additions_by_month.2019-11,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_additions_by_month.2019-12,integer,84,24.07,40,84,24.07,40,210,349,84
gross_additions_by_month.2020-01,integer,84,24.07,40,84,24.07,40,210,349,84
gross_additions_by_month.2020-02,integer,84,24.07,40,84,24.07,40,210,349,84
gross_additions_by_month.2020-03,integer,85,24.36,40.48,85,24.36,40.48,210,349,85
gross_additions_by_month.2020-04,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2020-05,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2020-06,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2020-07,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2020-08,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2020-09,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2020-10,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2020-11,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2020-12,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2021-01,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2021-02,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2021-03,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2021-04,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2021-05,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2021-06,integer,86,24.64,40.95,86,24.64,40.95,210,349,86
gross_additions_by_month.2021-07,integer,87,24.93,41.43,87,24.93,41.43,210,349,87
gross_additions_by_month.2021-08,integer,87,24.93,41.43,87,24.93,41.43,210,349,87
gross_additions_by_month.2021-09,integer,87,24.93,41.43,87,24.93,41.43,210,349,87
gross_additions_by_month.2021-10,integer,87,24.93,41.43,87,24.93,41.43,210,349,87
gross_additions_by_month.2021-11,integer,87,24.93,41.43,87,24.93,41.43,210,349,87
gross_additions_by_month.2021-12,integer,87,24.93,41.43,87,24.93,41.43,210,349,87
gross_additions_by_month.2022-01,integer,87,24.93,41.43,87,24.93,41.43,210,349,87
gross_additions_by_month.2022-02,integer,88,25.21,41.9,88,25.21,41.9,210,349,88
gross_additions_by_month.2022-03,integer,88,25.21,41.9,88,25.21,41.9,210,349,88
gross_additions_by_month.2022-04,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2022-05,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2022-06,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2022-07,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2022-08,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2022-09,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2022-10,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2022-11,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2022-12,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2023-01,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2023-02,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2023-03,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2023-04,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2023-05,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2023-06,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2023-07,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2023-08,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2023-09,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2023-10,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2023-11,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2023-12,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2024-01,integer,89,25.5,42.38,89,25.5,42.38,210,349,89
gross_additions_by_month.2024-02,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2024-03,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2024-04,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2024-05,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2024-06,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2024-07,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2024-08,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2024-09,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2024-10,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2024-11,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2024-12,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2025-01,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2025-02,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
